2021-05-06|1||||0|0
2021-05-07|1||||0|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-07|1||||0|0
2021-05-07|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
2021-05-08|1||||0|0
2021-05-08|1||||1|0
